Paper Name,Link,Year,Venue
The Untold Story of Code Refactoring Customizations in Practice,https://doi.org/10.1109/ICSE48619.2023.00021,2023,ICSE
Data Quality for Software Vulnerability Datasets,https://doi.org/10.1109/ICSE48619.2023.00022,2023,ICSE
Do Code Refactorings Influence the Merge Effort?,https://doi.org/10.1109/ICSE48619.2023.00023,2023,ICSE
A Comprehensive Study of Real-World Bugs in Machine Learning Model Optimization,https://doi.org/10.1109/ICSE48619.2023.00024,2023,ICSE
One Adapter for All Programming Languages? Adapter Tuning for Code Search and Summarization,https://doi.org/10.1109/ICSE48619.2023.00013,2023,ICSE
CCRep: Learning Code Change Representations via Pre-Trained Code Model and Query Back,https://doi.org/10.1109/ICSE48619.2023.00014,2023,ICSE
Keeping Pace with Ever-Increasing Data: Towards Continual Learning of Code Intelligence Models,https://doi.org/10.1109/ICSE48619.2023.00015,2023,ICSE
Evaluating the Impact of Experimental Assumptions in Automated Fault Localization,https://dl.acm.org/doi/10.1109/ICSE48619.2023.00025,2023,ICSE
Locating Framework-Specific Crashing Faults with Compact and Explainable Candidate Set,https://doi.org/10.1109/ICSE48619.2023.00026,2023,ICSE
PExReport: Automatic Creation of Pruned Executable Cross-Project Failure Reports,https://doi.org/10.1109/ICSE48619.2023.00027,2023,ICSE
RAT: A Refactoring-Aware Traceability Model for Bug Localization,https://doi.org/10.1109/ICSE48619.2023.00028,2023,ICSE
How Do We Read Formal Claims? Eye-Tracking and the Cognition of Proofs about Algorithms,https://doi.org/10.1109/ICSE48619.2023.00029,2023,ICSE
Which of My Assumptions are Unnecessary for Realizability and Why Should I Care?,https://dl.acm.org/doi/10.1109/ICSE48619.2023.00030,2023,ICSE
UpCy: Safely Updating Outdated Dependencies,https://doi.org/10.1109/ICSE48619.2023.00031,2023,ICSE
APICad: Augmenting API Misuse Detection through Specifications from Code and Documents,https://doi.org/10.1109/ICSE48619.2023.00032,2023,ICSE
Compatibility Issue Detection for Android Apps Based on Path-Sensitive Semantic Analysis,https://doi.org/10.1109/ICSE48619.2023.00033,2023,ICSE
OSSFP: Precise and Scalable C/C++ Third-Party Library Detection Using Fingerprinting Functions,https://doi.org/10.1109/ICSE48619.2023.00034,2023,ICSE
SmartMark: Software Watermarking Scheme for Smart Contracts,https://doi.org/10.1109/ICSE48619.2023.00035,2023,ICSE
Turn the Rudder: A Beacon of Reentrancy Detection for Smart Contracts on Ethereum,https://doi.org/10.1109/ICSE48619.2023.00036,2023,ICSE
BSHUNTER: Detecting and Tracing Defects of Bitcoin Scripts,https://doi.org/10.1109/ICSE48619.2023.00037,2023,ICSE
Do I Belong? Modeling Sense of Virtual Community Among Linux Kernel Contributors,https://doi.org/10.1109/ICSE48619.2023.00038,2023,ICSE
Comparison and Evaluation of Clone Detection Techniques with Different Code Representations,https://doi.org/10.1109/ICSE48619.2023.00039,2023,ICSE
Learning Graph-Based Code Representations for Source-Level Functional Similarity Detection,https://doi.org/10.1109/ICSE48619.2023.00040,2023,ICSE
The Smelly Eight: An Empirical Study on the Prevalence of Code Smells in Quantum Computing,https://doi.org/10.1109/ICSE48619.2023.00041,2023,ICSE
Reachable Coverage: Estimating Saturation in Fuzzing,https://doi.org/10.1109/ICSE48619.2023.00042,2023,ICSE
Learning Seed-Adaptive Mutation Strategies for Greybox Fuzzing,https://doi.org/10.1109/ICSE48619.2023.00043,2023,ICSE
Improving Java Deserialization Gadget Chain Mining via Overriding-Guided Object Generation,https://doi.org/10.1109/ICSE48619.2023.00044,2023,ICSE
Evaluating and Improving Hybrid Fuzzing,https://doi.org/10.1109/ICSE48619.2023.00045,2023,ICSE
Robustification of Behavioral Designs against Environmental Deviations,https://doi.org/10.1109/ICSE48619.2023.00046,2023,ICSE
A Qualitative Study on the Implementation Design Decisions of Developers,https://doi.org/10.1109/ICSE48619.2023.00047,2023,ICSE
BFTDETECTOR: Automatic Detection of Business Flow Tampering for Digital Content Service,https://doi.org/10.1109/ICSE48619.2023.00048,2023,ICSE
FedSlice: Protecting Federated Learning Models from Malicious Participants with Model Slicing,https://doi.org/10.1109/ICSE48619.2023.00049,2023,ICSE
PTPDroid: Detecting Violated User Privacy Disclosures to Third-Parties of Android Apps,https://doi.org/10.1109/ICSE48619.2023.00050,2023,ICSE
AdHere: Automated Detection and Repair of Intrusive Ads,https://doi.org/10.1109/ICSE48619.2023.00051,2023,ICSE
Bad Snakes: Understanding and Improving Python Package Index Malware Scanning,https://dl.acm.org/doi/10.1109/ICSE48619.2023.00052,2023,ICSE
FedDebug: Systematic Debugging for Federated Learning Applications,https://doi.org/10.1109/ICSE48619.2023.00053,2023,ICSE
Practical and Efficient Model Extraction of Sentiment Analysis APIs,https://doi.org/10.1109/ICSE48619.2023.00054,2023,ICSE
CrossCodeBench: Benchmarking Cross-Task Generalization of Source Code Models,https://doi.org/10.1109/ICSE48619.2023.00055,2023,ICSE
ECSTATIC: An Extensible Framework for Testing and Debugging Configurable Static Analysis,https://doi.org/10.1109/ICSE48619.2023.00056,2023,ICSE
Responsibility in Context: On Applicability of Slicing in Semantic Regression Analysis,https://doi.org/10.1109/ICSE48619.2023.00057,2023,ICSE
Does the Stream API Benefit from Special Debugging Facilities? A Controlled Experiment on Loops and Streams with Specific Debuggers,https://doi.org/10.1109/ICSE48619.2023.00058,2023,ICSE
Fonte: Finding Bug Inducing Commits from Failures,https://doi.org/10.1109/ICSE48619.2023.00059,2023,ICSE
RepresentThemAll: A Universal Learning Representation of Bug Reports,https://doi.org/10.1109/ICSE48619.2023.00060,2023,ICSE
Demystifying Exploitable Bugs in Smart Contracts,https://doi.org/10.1109/ICSE48619.2023.00061,2023,ICSE
Understanding and Detecting On-the-Fly Configuration Bugs,https://doi.org/10.1109/ICSE48619.2023.00062,2023,ICSE
Explaining Software Bugs Leveraging Code Structures in Neural Machine Translation,https://doi.org/10.1109/ICSE48619.2023.00063,2023,ICSE
Is it Enough to Recommend Tasks to Newcomers? Understanding Mentoring on Good First Issues,https://doi.org/10.1109/ICSE48619.2023.00064,2023,ICSE
From Organizations to Individuals: Psychoactive Substance Use by Professional Programmers,https://doi.org/10.1109/ICSE48619.2023.00065,2023,ICSE
On the Self-Governance and Episodic Changes in Apache Incubator Projects: An Empirical Study,https://doi.org/10.1109/ICSE48619.2023.00066,2023,ICSE
Socio-Technical Anti-Patterns in Building ML-Enabled Software: Insights from Leaders on the Forefront,https://doi.org/10.1109/ICSE48619.2023.00067,2023,ICSE
Moving on from the Software Engineers' Gambit: An Approach to Support the Defense of Software Effort Estimates,https://doi.org/10.1109/ICSE48619.2023.00068,2023,ICSE
Concrat: An Automatic C-to-Rust Lock API Translator for Concurrent Programs,https://doi.org/10.1109/ICSE48619.2023.00069,2023,ICSE
Triggers for Reactive Synthesis Specifications,https://dl.acm.org/doi/10.1109/ICSE48619.2023.00070,2023,ICSE
Using Reactive Synthesis: An End-to-End Exploratory Case Study,https://dl.acm.org/doi/10.1109/ICSE48619.2023.00071,2023,ICSE
Syntax and Domain Aware Model for Unsupervised Program Translation,https://doi.org/10.1109/ICSE48619.2023.00072,2023,ICSE
Developer-Intent Driven Code Comment Generation,https://doi.org/10.1109/ICSE48619.2023.00073,2023,ICSE
Data Quality Matters: A Case Study of Obsolete Comment Detection,https://doi.org/10.1109/ICSE48619.2023.00074,2023,ICSE
Revisiting Learning-Based Commit Message Generation,https://doi.org/10.1109/ICSE48619.2023.00075,2023,ICSE
PILAR: Studying and Mitigating the Influence of Configurations on Log Parsing,https://doi.org/10.1109/ICSE48619.2023.00077,2023,ICSE
Did We Miss Something Important? Studying and Exploring Variable-Aware Log Abstraction,https://doi.org/10.1109/ICSE48619.2023.00078,2023,ICSE
On the Temporal Relations between Logging and Code,https://doi.org/10.1109/ICSE48619.2023.00079,2023,ICSE
How Do Developers' Profiles and Experiences Influence their Logging Practices? An Empirical Study of Industrial Practitioners,https://doi.org/10.1109/ICSE48619.2023.00080,2023,ICSE
When to Say What: Learning to Find Condition-Message Inconsistencies,https://doi.org/10.1109/ICSE48619.2023.00081,2023,ICSE
SemParser: A Semantic Parser for Log Analytics,https://doi.org/10.1109/ICSE48619.2023.00082,2023,ICSE
Badge: Prioritizing UI Events with Hierarchical Multi-Armed Bandits for Automated UI Testing,https://doi.org/10.1109/ICSE48619.2023.00083,2023,ICSE
Efficiency Matters: Speeding Up Automated Testing with GUI Rendering Inference,https://doi.org/10.1109/ICSE48619.2023.00084,2023,ICSE
CodaMosa: Escaping Coverage Plateaus in Test Generation with Pre-Trained Large Language Models,https://doi.org/10.1109/ICSE48619.2023.00085,2023,ICSE
TaintMini: Detecting Flow of Sensitive Data in Mini-Programs with Static Taint Analysis,https://doi.org/10.1109/ICSE48619.2023.00086,2023,ICSE
AChecker: Statically Detecting Smart Contract Access Control Vulnerabilities,https://doi.org/10.1109/ICSE48619.2023.00087,2023,ICSE
Fine-Grained Commit-Level Vulnerability Type Prediction by CWE Tree Structure,https://doi.org/10.1109/ICSE48619.2023.00088,2023,ICSE
Silent Vulnerable Dependency Alert Prediction with Vulnerability Key Aspect Explanation,https://doi.org/10.1109/ICSE48619.2023.00089,2023,ICSE
Reusing Deep Neural Network Models through Model Re-Engineering,https://doi.org/10.1109/ICSE48619.2023.00090,2023,ICSE
PyEvolve: Automating Frequent Code Changes in Python ML Systems,https://dl.acm.org/doi/10.1109/ICSE48619.2023.00091,2023,ICSE
DeepArc: Modularizing Neural Networks for the Model Maintenance,https://doi.org/10.1109/ICSE48619.2023.00092,2023,ICSE
Decomposing a Recurrent Neural Network into Modules for Enabling Reusability and Replacement,https://doi.org/10.1109/ICSE48619.2023.00093,2023,ICSE
Chronos: Time-Aware Zero-Shot Identification of Libraries from Vulnerability Reports,https://doi.org/10.1109/ICSE48619.2023.00094,2023,ICSE
Understanding the Threats of Upstream Vulnerabilities to Downstream Projects in the Maven Ecosystem,https://doi.org/10.1109/ICSE48619.2023.00095,2023,ICSE
SecBench.js: An Executable Security Benchmark Suite for Server-Side JavaScript,https://doi.org/10.1109/ICSE48619.2023.00096,2023,ICSE
On Privacy Weaknesses and Vulnerabilities in Software Systems,https://doi.org/10.1109/ICSE48619.2023.00097,2023,ICSE
Detecting Exception Handling Bugs in C++ Programs,https://doi.org/10.1109/ICSE48619.2023.00098,2023,ICSE
Learning to Boost Disjunctive Static Bug-Finders,https://dl.acm.org/doi/10.1109/ICSE48619.2023.00099,2023,ICSE
Predicting Bugs by Monitoring Developers during Task Execution,https://doi.org/10.1109/ICSE48619.2023.00100,2023,ICSE
Detecting Isolation Bugs via Transaction Oracle Construction,https://doi.org/10.1109/ICSE48619.2023.00101,2023,ICSE
Revisiting Neuron Coverage for DNN Testing: A Layer-Wise and Distribution-Aware Criterion,https://doi.org/10.1109/ICSE48619.2023.00107,2023,ICSE
"Code Review of Build System Specifications: Prevalence, Purposes, Patterns, and Perceptions",https://doi.org/10.1109/ICSE48619.2023.00108,2023,ICSE
SmallRace: Static Race Detection for Dynamic Languages - A Case on Smalltalk,https://doi.org/10.1109/ICSE48619.2023.00102,2023,ICSE
"""STILL AROUND"": Experiences and Survival Strategies of Veteran Women Software Developers",https://doi.org/10.1109/ICSE48619.2023.00103,2023,ICSE
When and Why Test Generators for Deep Learning Produce Invalid Inputs: An Empirical Study,https://doi.org/10.1109/ICSE48619.2023.00104,2023,ICSE
Fuzzing Automatic Differentiation in Deep-Learning Libraries,https://doi.org/10.1109/ICSE48619.2023.00105,2023,ICSE
Lightweight Approaches to DNN Regression Error Reduction: An Uncertainty Alignment Perspective,https://dl.acm.org/doi/10.1109/ICSE48619.2023.00106,2023,ICSE
Better Automatic Program Repair by Using Bug Reports and Tests Together,https://doi.org/10.1109/ICSE48619.2023.00109,2023,ICSE
CCTest: Testing and Repairing Code Completion Systems,https://doi.org/10.1109/ICSE48619.2023.00110,2023,ICSE
KNOD: Domain Knowledge Distilled Tree Decoder for Automated Program Repair,https://doi.org/10.1109/ICSE48619.2023.00111,2023,ICSE
Rete: Learning Namespace Representation for Program Repair,https://doi.org/10.1109/ICSE48619.2023.00112,2023,ICSE
AI-Based Question Answering Assistance for Analyzing Natural-Language Requirements,https://doi.org/10.1109/ICSE48619.2023.00113,2023,ICSE
"Strategies, Benefits and Challenges of App Store-Inspired Requirements Elicitation",https://doi.org/10.1109/ICSE48619.2023.00114,2023,ICSE
Data-Driven Recurrent Set Learning for Non-termination Analysis,https://doi.org/10.1109/ICSE48619.2023.00115,2023,ICSE
Compiling Parallel Symbolic Execution with Continuations,https://doi.org/10.1109/ICSE48619.2023.00116,2023,ICSE
Verifying Data Constraint Equivalence in FinTech Systems,https://doi.org/10.1109/ICSE48619.2023.00117,2023,ICSE
Tolerate Control-Flow Changes for Sound Data Race Prediction,https://doi.org/10.1109/ICSE48619.2023.00118,2023,ICSE
Fill in the Blank: Context-Aware Automated Text Input Generation for Mobile GUI Testing,https://doi.org/10.1109/ICSE48619.2023.00119,2023,ICSE
Detecting Dialog-Related Keyboard Navigation Failures in Web Applications,https://doi.org/10.1109/ICSE48619.2023.00120,2023,ICSE
Columbus: Android App Testing through Systematic Callback Exploration,https://doi.org/10.1109/ICSE48619.2023.00121,2023,ICSE
GameRTS: A Regression Testing Framework for Video Games,https://doi.org/10.1109/ICSE48619.2023.00122,2023,ICSE
Autonomy Is an Acquired Taste: Exploring Developer Preferences for GitHub Bots,https://doi.org/10.1109/ICSE48619.2023.00123,2023,ICSE
Flexible and Optimal Dependency Management via Max-SMT,https://doi.org/10.1109/ICSE48619.2023.00124,2023,ICSE
Impact of Code Language Models on Automated Program Repair,https://doi.org/10.1109/ICSE48619.2023.00125,2023,ICSE
Tare: Type-Aware Neural Program Repair,https://doi.org/10.1109/ICSE48619.2023.00126,2023,ICSE
Template-Based Neural Program Repair,https://doi.org/10.1109/ICSE48619.2023.00127,2023,ICSE
Automated Repair of Programs from Large Language Models,https://doi.org/10.1109/ICSE48619.2023.00128,2023,ICSE
Automated Program Repair in the Era of Large Pre-Trained Language Models,https://doi.org/10.1109/ICSE48619.2023.00129,2023,ICSE
Faster or Slower? Performance Mystery of Python Idioms Unveiled with Empirical Evidence,https://doi.org/10.1109/ICSE48619.2023.00130,2023,ICSE
Testability Refactoring in Pull Requests: Patterns and Trends,https://doi.org/10.1109/ICSE48619.2023.00131,2023,ICSE
Usability-Oriented Design of Liquid Types for Java,https://doi.org/10.1109/ICSE48619.2023.00132,2023,ICSE
Towards Understanding Fairness and its Composition in Ensemble Machine Learning,https://doi.org/10.1109/ICSE48619.2023.00133,2023,ICSE
Fairify: Fairness Verification of Neural Networks,https://doi.org/10.1109/ICSE48619.2023.00134,2023,ICSE
Leveraging Feature Bias for Scalable Misprediction Explanation of Machine Learning Models,https://doi.org/10.1109/ICSE48619.2023.00135,2023,ICSE
Information-Theoretic Testing and Debugging of Fairness Defects in Deep Neural Networks,https://doi.org/10.1109/ICSE48619.2023.00136,2023,ICSE
Demystifying Privacy Policy of Third-Party Libraries in Mobile Apps,https://doi.org/10.1109/ICSE48619.2023.00137,2023,ICSE
Cross-Domain Requirements Linking via Adversarial-Based Domain Adaptation,https://doi.org/10.1109/ICSE48619.2023.00138,2023,ICSE
On-Demand Security Requirements Synthesis with Relational Generative Adversarial Networks,https://doi.org/10.1109/ICSE48619.2023.00139,2023,ICSE
Measuring Secure Coding Practice and Culture: A Finger Pointing at the Moon is Not the Moon,https://dl.acm.org/doi/10.1109/ICSE48619.2023.00140,2023,ICSE
What Challenges Do Developers Face about Checked-in Secrets in Software Artifacts?,https://doi.org/10.1109/ICSE48619.2023.00141,2023,ICSE
