Paper Name,Link,Year,Type,Analysed,MSR,SA,MSR4SA,Rank,Data Extraction,Note,Description,
A Position Study to Investigate Technical Debt Associated with Security Weaknesses,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8595115,2018,TechDebt,No,No,Yes,No,,,,They present a position study with a five-step approach employing the Quamoco quality model to operationalize the scoring of architectural Common Weakness Enumerations (CWEs),
Components of Industrial Control Systems,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-32125-7_2,2016,Chapter,No,No,No,No,,,,"They begin the discussion of ICS security by introducing the basic components of ICSs, their functions, variety, and ways in which they connect and interact to produce the intended effects",
Educational Modules in Industrial Control Systems for Critical Infrastructure Cyber Security,https://peer.asee.org/educational-modules-in-industrial-control-systems-for-critical-infrastructure-cyber-security,2015,ASEE Annual Conference & Exposition,No,No,No,No,,,,"In order to assess the impact of educational modules on CIS and ICS students, a survey is developed to measure the understanding of the unique aspects of ICS cyber security both before and after module presentation and lab participation",
Security of Cyber-Physical Systems,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-61437-3_1,2016,CyberICPS,No,No,No,No,,,,The research presented in this paper discusses some actions towards the development of a replicable and affordable cyber-physical testbed for training and research,
Forensics in Industrial Control System: A Case Study,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-40385-4_10,2015,CyberICPS/WOS-CPS,No,Yes,No,No,,,,In this paper they present a case study of forensics in ICS where they describe a method of safeguarding important volatile artefacts from an embedded industrial control system and several other sources,
A Proposed Australian Industrial Control System Security Curriculum,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6480053,2013,Hawaii International Conference on System Sciences,No,No,No,No,,,,This paper proposes a postgraduate curriculum of four courses to provide knowledge and skills to protect critical infrastructure industrial control systems,
Research on firmware vulnerability mining technology of power industrial control terminal,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9687963,2021,ICIBA,No,No,No,No,,,,"This paper makes an in-depth research on the security risk detection technology of power terminals, and puts forward the method of security detection of power terminal-industrial control terminal",
The Global State of Security in Industrial Control Systems: An Empirical Analysis of Vulnerabilities Around the World,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9435758,2021,IEEE Internet of Things Journal,No,No,No,No,,,,"In this work, the presence of OT(Operational Technology)-devices in the Internet is analyzed from an attacker's perspective",
Built-In Cybersecurity: Insights Into Product Security for Cyberphysical Systems at a Large Company,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9186433,2020,IEEE Security & Privacy,No,No,No,No,,,,This article is written from the perspective of a practitioner and addresses several components of product security that work together to build security into cyberphysical systems,
Automated Characterization of Software Vulnerabilities,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8918946,2019,ICSME,No,Yes,No,No,,,,"In this study, they demonstrate that Vulnerability Description Ontology (VDO) characteristics can be automatically detected from the textual descriptions included in Common Vulnerability and Exposure (CVE) reports",
Automating the early detection of security design flaws,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3365438.3410954,2020,MODELS,No,Yes,No,No,,,,This paper focuses on design inspection and explores the potential for automating the application of inspection rules to speed up the security analysis,
"Learning from Vulnerabilities - Categorising, Understanding and Detecting Weaknesses in Industrial Control Systems",https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-030-64330-0_7,2020,CyberICPS/SECPRE/ADIoT,No,No,No,No,,,,"In this paper, they analyse 9 years of ICS Advisory vulnerability announcements and they recategorise the vulnerabilities based on the detection methods and tools that could be used to find these weaknesses",
Is It Dangerous to Use Version Control Histories to Study Source Code Evolution,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-642-31057-7_5,2012,ECOOP,No,Yes,No,No,,,,"They collected data from 24 developers: 1652 hours of development, 23,002 commited files, and 314,085 testcase runs. They used this data to investigate how much code evolution data is not stored in Version Control Systems",
Ævol: A tool for defining and planning architecture evolution,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5070563,2009,ICSE,No,No,Yes,No,,,,"They demonstrate a tool to enable architects to describe evolution paths, associate properties with elements of the paths, and perform tradeoff analysis over these paths",
Evaluating architectural stability using a metric-based approach,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/1602377,2006,CSMR,No,Yes,Yes,Yes,Not ranked,Yes (Dennis),2 systems,This paper proposes a metric-based approach to evaluate architectural stability of a software system by combining predictive- and retrospective evaluation,
Visualizing Software Architecture Evolution Using Change-Sets,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/4400159,2007,WCRE,No,Yes,Yes,Yes,Not ranked,Yes (Dennis),2 systems,They present an alternative approach that provides a lightweight method for examining the net effect of any set of changes on a system's architecture,
Differencing and Merging of Architectural Views,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/4019561,2006,ASE ,No,No,Yes,No,,,,"They propose an approach based on structural information by generalizing a published polynomial-time tree-to-tree correction algorithm (that detects inserts, renames and deletes) into a novel algorithm to additionally detect restricted moves and support forcing and preventing matches between view elements",
A systematic review of software architecture evolution research,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0950584911001376,2012,Information and Software Technology,No,No,Yes,No,,,,"In this work, they present a systematic review of architecting for software evolvability. The objective of this review is to obtain an overview of the existing approaches in analyzing and improving software evolveability at architectural level, and investigate impacts on research and practice",
"Architecture, design, implementation",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1201196,2003,ICSE,No,No,Yes,No,,,,"They formalize the Intension and the Locality criteria, which imply that the distinction between architecture, design, and implementation is qualitative and not merely quantitative",
Just Enough Software Architecture: A Risk-Driven Approach,https://www.amazon.com/Just-Enough-Software-Architecture-Risk-Driven/dp/0984618104,2010,Book,No,No,Yes,No,,,,"This book teaches risk-driven architecting, democratizes architecture, cultivates declarative knowledge, emphasizes the engineering, and provides practical advice",
Ref-Finder: a refactoring reconstruction tool based on logic query templates,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1882291.1882353,2010,FSE,No,No,No,No,,,,This paper presents a Ref-Finder Eclipse plug-in that automatically identifies both atomic and composite refactorings using a template-based refactoring reconstruction approach,
MADMatch: Many-to-Many Approximate Diagram Matching for Design Comparison,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6464271,2013,IEEE Transactions on Software Engineering,No,Yes,Yes,Yes,A*,Yes (Dennis),,"They present MADMatch, a fast and scalable many-to-many approximate diagram matching approach based on an error-tolerant graph matching (ETGM) formulation",
Language Support for Connector Abstractions,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-540-45070-2_5,2003,ECOOP,No,Yes,No,No,,,,"In this paper, they add language support for user-defined connectors to the ArchJava language",
DeMIMA: A Multilayered Approach for Design Pattern Identification,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/4564471?arnumber=4564471,2008,IEEE Transactions on Software Engineering,No,Yes,Yes,Yes,A*,,,"They present DeMIMA, an approach to identify semi-automatically micro-architectures between implementation and design",
Clone detection using abstract syntax trees,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/738528,1998,ICSM,No,Yes,No,No,,,,This paper presents simple and practical methods for detecting exact and near miss clones over arbitrary program fragments in program source code by using abstract syntax trees,
Comparison and Evaluation of Clone Detection Tools,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/4288192,2007,IEEE Transactions on Software Engineering,No,Yes,No,No,,,,This paper presents an experiment that evaluates six clone detectors based on eight large C and Java programs,
An Empirical Study of Function Clones in Open Source Software,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/4656397,2008,WCRE,No,Yes,No,No,,,,"They examine more than 15 open source C and Java systems, including the entire Linux Kernel and Apache httpd, and analyze their use of cloned code in several different dimensions, including language, clone size, clone location and clone density by proportion of cloned functions",
An investigation of cloning in web applications,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1062745.1062800,2005,WWW,No,Yes,No,No,,,,"They are conducting a systematic study of cloning in Web Applications of different sizes, developed using a range of Web technologies, and serving diverse purposes",
